design,fold_id,held_out_group,model_id,family,train_rows,validation_rows,fit_seconds,inference_seconds,n,mae,rmse,bias,r2,precision_weighted_n,precision_weighted_mae,precision_weighted_rmse,precision_weighted_bias,precision_weighted_r2
leave_profile_out,leave_profile_out_P-H03,P-H03,M1_ridge,ridge,824,12,0.028600199992069975,0.011674900000798516,12,8.436875102524821,9.53432782169488,7.278141034824163,0.9479085126965295,12,7.675926929137057,9.046537316503722,6.918903681018263,0.954814718298001
leave_profile_out,leave_profile_out_P-H03,P-H03,M2_extra_trees,extra_trees,824,12,0.48190109999268316,0.020829700006288476,12,9.872854739285453,12.195633737272583,1.7933807534401898,0.9147694398138936,12,10.506473117794672,12.809886971584735,1.7723606248112476,0.9094011194043701
leave_profile_out,leave_profile_out_P-H04,P-H04,B1_persistence_last_rate,persistence,830,9,0.0004712000081781298,3.519999154377729e-05,9,14.761312826619195,19.870856032279658,-7.653845350329623,0.7719458232479495,9,13.806273862673693,19.087711009164252,-11.587828407503304,0.8243156632266367
leave_profile_out,leave_profile_out_P-H04,P-H04,B3_profile_robust_trend,profile_robust_trend,830,9,0.001245000006747432,0.00022050000552553684,9,19.602996529179258,24.260501083465634,-15.782038579171667,0.6600583247398661,9,19.671586261205732,25.448157255049104,-17.10101240481074,0.6877244219924337
leave_profile_out,leave_profile_out_P-H04,P-H04,B5_fixed_kalman,fixed_kalman,830,9,0.000454699998954311,0.02583790000062436,9,21.1054891328021,26.054340694629715,-13.840480795105623,0.6079287000643293,9,20.84761049347408,26.45370891076187,-18.57999199471852,0.6625585084526235
leave_profile_out,leave_profile_out_P-H04,P-H04,M1_ridge,ridge,830,9,0.028764000002411194,0.011600800004089251,9,18.144017879903057,23.310785724388673,-7.997391118422102,0.6861524797453473,9,17.474770788317517,21.96755678811284,-14.17791073631011,0.7673040327318963
leave_profile_out,leave_profile_out_P-H04,P-H04,M2_extra_trees,extra_trees,830,9,0.4955164999992121,0.021378800011007115,9,13.71162837919178,20.464342955542808,-2.2014662385324755,0.7581197060126134,9,11.964027615588906,17.755054206212154,-6.8680672666334335,0.8479909844642137
leave_profile_out,leave_profile_out_P-H05,P-H05,B1_persistence_last_rate,persistence,858,5,0.000454699998954311,3.460000152699649e-05,5,20.151463834190533,25.809276619199633,-11.639750805682361,0.3319047171180318,5,19.139899461650273,24.904248106418354,-10.285876593863184,0.3539238808020019
leave_profile_out,leave_profile_out_P-H05,P-H05,B3_profile_robust_trend,profile_robust_trend,858,5,0.000977099989540875,0.00020000000949949026,5,22.510124761075954,29.572264673914674,-14.177520473978047,0.12288626915850442,5,21.29616560253587,28.495084713051018,-12.645800254036757,0.1541823864060713
leave_profile_out,leave_profile_out_P-H05,P-H05,B5_fixed_kalman,fixed_kalman,858,5,0.0004115000047022477,0.01792820000264328,5,19.705104821667746,25.64964399439258,-11.781730360290213,0.34014361401019266,5,18.694621396012472,24.756568269570945,-10.439050099235331,0.361563502939133
